Source,Target,Weight
82023,12371,384
19348,66023,335
19536,58268,244
99216,97554,424
94864,10036,69
8602,63373,171
99792,72017,231
51193,10426,69
34336,65046,169
29889,48057,352
38739,79507,497
40604,34224,274
9703,59378,157
73297,43041,335
32561,5650,288
90904,86839,54
34826,46188,29
84283,34805,40
4289,52090,30
56927,72493,268
19421,78014,468
78580,79903,342
49668,75242,234
96924,74130,233
71650,7227,318
9572,77957,324
43029,59979,258
24470,86877,86
87434,9558,376
21219,34784,342
93816,81605,34
61818,94947,237
45966,43688,119
86860,5727,105
60134,71060,289
40574,10605,324
10897,11737,330
25139,50852,429
65147,54401,127
3016,12573,124
25340,36895,270
51770,51970,424
23620,62933,460
5045,10532,408
12159,88138,252
36425,26169,425
58064,28239,480
81502,61355,202
47784,62889,354
98244,7926,208
43130,58015,28
93949,46724,436
44234,17197,406
99357,96595,244
26457,55155,112
27350,67285,445
13941,60596,241
52786,99535,111
58284,47126,286
50169,43337,42
74037,3689,184
16217,57554,105
38669,45856,92
58700,92731,480
28721,58031,413
41183,60073,225
29657,94608,274
64303,84359,419
71561,2149,240
50649,31234,2
66465,51358,248
83488,37207,364
9588,76684,397
26777,39532,246
9433,54420,115
79973,67086,38
93660,28364,227
74249,28181,101
93154,72004,63
50511,80445,191
88192,58045,456
42109,13864,231
20030,69821,20
86724,937,174
16333,11242,476
64394,81514,12
11320,68415,342
90270,66237,184
84385,79480,398
53532,65560,98
22037,38933,19
5368,2425,96
53988,63853,214
88973,69480,70
87459,13290,487
36240,49598,405
73420,3988,365
23226,74850,315
19653,22971,201
48814,21308,191
2325,9413,437
62647,99234,308
22016,83860,353
99339,72099,454
84450,20970,285
96458,71220,228
22989,4062,134
12726,18635,322
4828,68516,115
63356,73107,476
16771,90973,77
84024,83080,64
31149,23829,57
82259,8902,287
43272,65504,456
10943,85782,7
32449,47680,161
76677,36737,74
51613,1370,281
49889,23877,212
51297,18067,91
24815,60701,487
99468,97813,467
63967,46473,227
20788,85741,2
56427,75260,427
71158,39597,172
35249,34888,397
40347,27810,327
65191,93381,488
99077,3938,456
62889,22441,35
66160,25188,218
99962,22175,157
33907,84239,106
29367,82974,154
28260,48036,170
70329,1172,212
68317,78975,341
40917,92406,174
33723,85087,184
20047,78573,290
59216,85127,195
80676,33513,389
55373,11869,291
70515,92045,295
74614,42774,150
37756,57257,293
95650,58075,203
14363,35252,246
90917,15280,259
98569,17066,146
26034,14768,267
31765,75161,41
25004,13698,288
73913,39253,142
89472,50933,118
79774,22252,41
99651,14487,386
93243,45911,387
16602,14310,87
17715,13102,371
88502,80625,144
69322,28041,283
4503,94478,18
19789,78327,302
86006,90875,52
14224,56195,87
14292,88552,208
6962,60171,46
5860,7778,96
96397,35051,69
99284,68232,369
58285,50624,19
90563,10476,312
51519,66716,236
63322,12896,296
9383,61816,112
6337,89384,439
59301,10269,357
10573,55111,263
96247,63391,355
84522,16461,15
5956,20391,316
20657,74685,102
40444,4745,189
61298,90503,500
87187,98842,411
92005,16498,296
29619,20018,427
57220,85619,61
42363,57605,272
82309,93388,61
10539,76314,224
73748,80563,442
95070,2904,434
36837,88111,367
12541,39044,23
74245,29092,346
91360,20976,425
25711,22688,427
85921,70035,364
51999,99060,291
34924,50566,50
53475,81707,179
28163,70536,115
75194,96185,252
4118,75996,6
21554,45580,326
49116,87268,28
92360,19365,431
60775,30989,452
53790,57521,4
81285,19805,70
80170,92669,358
64350,86649,202
84696,89636,349
86574,11432,405
52889,53904,229
44569,92178,465
99774,35278,377
69525,40715,347
66199,29996,94
4251,61710,164
87768,72256,222
23129,36932,395
33466,5428,268
27953,58738,262
29910,73908,246
96181,81827,379
36924,62230,48
86133,21855,369
80593,60249,367
77778,14920,156
38826,30368,38
96860,48739,123
83013,49877,1
56573,11681,1
38031,21882,40
5524,80838,70
73807,20267,412
89215,85964,313
36837,67894,162
66381,82776,200
41007,50340,156
31410,27276,239
93280,12268,227
31905,94108,59
17572,15570,442
6041,69938,420
7582,93322,48
36887,74907,79
72871,95863,456
60176,66035,255
3991,5200,252
25609,64304,318
1614,82349,329
27211,10473,221
20613,70145,415
32686,33555,422
47591,50376,98
97282,28944,7
4824,27037,3
17243,99628,374
57910,23615,421
26993,13222,117
28833,27539,300
44522,8222,223
88981,91600,384
66501,60967,370
33376,52955,8
64069,38806,21
72430,60970,446
48218,61452,283
34933,15594,108
78981,32887,434
71294,49356,59
53674,11751,306
63784,24230,287
19259,43883,288
74577,87538,99
21799,76676,142
8989,3201,41
6584,36560,283
65405,95129,170
32881,84166,220
88256,95242,415
63537,40133,158
20869,84641,121
35467,83684,229
45296,4262,267
9826,44727,402
33876,84760,24
66288,37095,79
63891,20997,370
52668,26324,141
53722,99230,324
14634,42602,439
24447,30904,443
65154,84724,134
33327,1322,184
33130,57750,10
25448,81321,6
71797,70375,114
98891,67668,381
19707,16897,412
7571,7947,289
81049,8999,231
66247,64405,19
5688,81641,90
72862,51735,109
59511,60579,480
48507,59346,191
57958,44697,331
36658,60384,468
91178,74669,424
10427,12223,159
36,47776,86
48174,19909,360
58717,61673,421
2935,58822,92
24038,60241,415
40441,24718,236
4857,49979,366
41943,91598,140
43017,92516,251
72331,59514,322
16422,63091,442
50905,39073,363
62889,18448,391
30593,33596,89
46768,31935,336
43120,9743,165
49366,35434,453
35044,64430,288
83953,44182,354
53570,69559,115
43756,77254,350
51868,69541,413
78390,12869,61
18885,37932,190
521,7056,476
75871,72139,441
88930,26688,232
64989,62524,406
92033,24558,8
2904,35380,237
7031,74222,482
77246,15124,494
85876,67549,8
31165,71439,299
9339,84985,135
41250,99945,477
26601,78669,47
47066,1702,253
13023,43673,482
16494,1176,57
7324,75363,183
59451,34088,426
98628,90373,60
37327,99861,316
92378,92755,32
12098,10507,476
72447,4061,480
34515,55209,282
31957,64191,246
67086,15031,474
75460,58847,328
83695,36861,82
2971,87607,452
71084,60613,204
52328,83916,146
90324,96860,217
54760,81046,20
27877,74191,124
74534,83773,59
67925,24573,224
87203,82238,436
62636,37832,456
58667,97808,77
41057,54183,456
92302,32152,444
97578,34803,278
49206,79473,239
97472,62453,329
85887,17267,170
51567,44953,200
34304,83055,258
52949,3073,236
81875,29536,46
40543,91292,230
59810,10053,36
88503,97638,247
84777,69967,314
6015,50160,466
38460,83657,24
78133,56710,308
84212,96368,490
71588,5521,167
48922,66973,38
64205,85459,53
48434,38289,423
36606,17718,141
74778,32536,252
30641,77841,435
54274,99032,134
25390,65133,89
37937,22135,430
33086,6529,253
60858,50149,24
41769,97768,365
53812,82989,389
59552,84449,124
3229,12815,248
12463,64253,247
12123,43373,485
59086,82744,398
27731,7744,247
87893,1395,407
54951,98840,342
60871,10422,161
49019,52726,346
17300,43552,111
60525,1648,389
47759,49152,366
14595,79712,430
10548,91703,428
54355,43903,431
14961,10161,306
99295,78427,405
49024,75878,307
7040,83149,64
51354,18085,108
64703,96976,437
27568,14693,162
29913,8869,69
31159,85944,65
12194,85650,466
7989,26130,137
27950,82538,33
75603,32500,453
16785,67904,262
2156,44578,311
96796,1315,254
9016,44176,40
89422,96220,489
80042,12665,162
96692,15976,163
20840,14524,474
41619,64783,267
79144,24162,304
48354,48336,258
36960,33858,35
58143,90019,281
79796,53569,357
17904,21537,483
70865,81454,426
37202,97316,487
45245,54125,314
1456,52540,105
48260,4535,429
72961,85690,15
76544,88899,79
23713,13994,3
54641,78462,399
84844,53102,208
71675,25982,141
15057,41295,411
930,59420,398
95541,58016,207
92502,81098,427
51082,66545,63
51026,54881,389
80947,67242,84
77937,41887,108
53105,4429,136
47524,13055,14
70093,2013,258
7958,33491,258
53871,91935,62
28074,6222,99
18345,77149,148
58532,83759,21
84219,23988,86
25917,43473,451
10635,47714,331
35517,15947,14
83767,85173,352
84539,40862,376
95075,6740,25
73333,64926,24
42527,59290,82
20585,93987,213
20391,36203,364
25759,52533,258
77673,4913,458
30541,27532,354
9927,83721,476
78142,79436,468
50062,26738,152
92879,98729,196
11367,85470,26
99789,46562,431
21872,7977,232
48373,97077,220
33614,73760,89
13811,52878,114
23100,17351,219
3041,73786,398
7685,59436,161
61391,919,387
56696,15949,329
21872,96857,211
74051,14724,60
97060,34281,440
91678,69854,78
41817,73167,21
51692,12590,274
65737,28811,32
71662,77864,397
44007,41210,471
49474,93070,120
91544,17493,382
69707,24951,42
32220,22529,473
37052,80232,383
34073,76934,301
41412,45374,430
80107,10617,418
60315,84509,123
41011,40412,65
82268,7051,391
34009,3532,301
43298,51144,443
81366,49636,490
85580,34734,185
29593,95420,462
28717,74813,358
7439,92313,186
23372,18861,171
19434,71630,393
57538,54118,40
32497,20881,54
92761,44944,437
15286,15595,361
69740,11555,498
94213,90938,215
79769,86220,127
59120,94760,92
25262,40452,324
54230,13579,51
34402,48534,397
18898,9582,171
59260,44717,329
36804,9694,100
87265,35854,301
77434,92125,126
96364,17934,349
71371,31332,335
8735,38061,291
17416,99506,265
84243,36677,447
65398,38169,97
79814,64500,31
76349,41231,1
63957,79194,238
71342,5021,403
95306,93627,374
42778,20482,79
74972,51389,430
57537,94540,165
93612,69051,344
65755,28230,15
70865,17639,440
67001,27565,142
24416,74273,409
89624,85294,450
29743,83059,147
24418,77102,279
60886,76728,463
15135,70985,77
68540,82816,454
26975,90137,450
76062,30170,337
65624,69448,104
39867,52462,219
56627,94823,389
1805,58106,459
40382,94019,52
25989,58073,214
5519,48185,188
81381,79385,212
90942,94658,281
12669,39037,471
66021,74511,124
7962,68747,234
64534,56192,406
83306,96559,174
72783,62010,163
26871,98285,474
81780,48530,215
8007,76157,17
59492,51860,41
58279,40334,126
65073,84238,476
99773,69003,397
4225,34295,496
49688,82367,354
68977,97039,248
24858,70194,298
64761,49970,268
19042,98112,63
14818,59998,103
18659,33823,96
17025,85695,493
14478,12433,280
38773,23154,478
16588,16332,482
63681,82937,83
12699,26266,416
74244,52672,254
20912,57733,246
67011,49171,413
61570,95,442
10378,96663,341
55044,94210,84
86746,21899,142
10114,61163,139
93313,8619,230
38285,91205,329
69399,45093,17
66366,56416,369
3235,8602,406
85882,11961,235
28693,83324,427
35818,95617,249
23047,81747,351
6547,33486,370
8871,39099,95
22125,55748,407
351,19482,376
36184,83196,291
76579,95729,90
42729,37983,431
81619,96881,188
7982,80699,18
34710,29866,25
43615,6358,204
27365,22778,490
58012,67555,246
74188,16194,436
91734,91911,341
7305,36703,213
33276,33902,192
10530,81981,421
83491,37370,68
42728,25243,209
26900,74447,220
77969,71097,167
35370,6992,170
81689,90586,341
16491,41366,49
2465,29996,377
17227,38383,400
73635,34436,153
44801,3531,13
36784,94033,443
96993,35343,321
76058,8224,49
9567,62444,157
32582,997,47
14764,48845,278
77436,99291,183
83637,21324,386
2911,1464,252
4471,44274,88
8784,46800,230
75370,92688,31
52316,99783,373
31964,28518,357
95524,89386,474
22005,82000,412
57518,98350,294
97580,70174,4
32265,74893,105
66291,90640,181
42951,29890,429
87187,32423,334
81140,7515,354
30937,78081,53
60424,53828,166
7264,33911,186
35098,53499,104
92208,6688,111
58601,80601,116
12683,72311,87
6512,6493,158
96456,93553,18
24689,44735,201
89016,44534,94
35301,12961,254
64300,30497,440
99962,3681,197
93952,73237,163
69990,59933,464
87997,10430,320
19815,67635,500
6871,66387,140
58581,550,381
62274,13532,224
24909,6145,433
84337,75389,224
62478,86062,500
96325,57742,39
8004,65544,491
81351,80764,366
38847,12148,50
14081,34470,330
64625,15792,384
31390,24994,445
46538,60963,114
73695,12755,246
12217,80377,17
4430,89370,85
9761,61753,499
43655,41309,266
90091,54010,297
18792,15091,245
13317,13296,207
81787,28167,282
95859,79217,60
96218,74098,48
56101,35970,297
99175,19208,472
42623,91803,8
24725,90873,55
47799,60750,495
91964,175,35
52600,44461,393
38871,80704,4
94685,56223,478
59395,55930,173
58343,7299,242
8874,19062,176
7102,73940,407
88246,33178,259
27945,7485,156
23219,70587,47
29639,35938,207
69139,70766,324
42489,11698,462
63216,26183,273
357,49439,439
1137,1985,456
62432,99363,475
49761,66103,62
79529,59713,338
80701,32362,172
76868,99193,205
53552,35457,43
44416,90283,115
37446,17640,65
18994,98483,242
60852,3901,192
66708,58448,339
70171,74367,337
72145,7232,49
65912,67541,473
42956,1528,496
87710,60826,322
80525,6994,194
18625,27795,357
93316,96103,253
56409,54278,438
97061,47899,4
47444,11406,282
75314,38342,323
55990,38447,185
96346,82745,121
12958,47225,231
30173,38915,104
59348,8482,34
83900,8115,324
10454,84401,405
86307,30106,323
35229,56872,46
87834,61775,467
9605,99240,29
6798,81245,292
73917,64195,227
90222,25668,491
84015,20123,96
43771,92440,22
63957,59440,288
96523,21650,450
9618,58356,400
4081,32981,459
86644,86240,362
2957,1690,47
29492,81253,494
39425,72903,371
83311,90651,122
55459,41520,225
26465,35882,401
25895,49675,314
38479,50203,279
10019,63955,105
25722,54849,262
97540,16177,260
40112,52810,8
83443,51750,414
94226,75761,199
80350,6721,111
5457,25760,34
87575,9025,401
34491,84380,246
50526,42593,432
80366,98179,400
1667,85161,143
86982,29707,82
15917,54331,278
61396,6116,184
47239,14822,139
88527,91997,393
10100,77156,148
10356,45404,294
22426,62810,351
91264,3764,417
29269,86272,2
53984,41545,96
97774,49366,470
82517,58180,234
35506,54153,9
8379,22895,69
25366,17808,444
91781,3168,293
51265,15382,440
24209,18135,99
29118,41401,316
19496,50794,119
74449,56961,407
53039,60742,372
1903,51059,159
18204,55647,13
21990,23754,46
55286,27522,162
64421,84839,150
83819,84582,343
59956,89088,401
32688,80047,302
43671,73020,349
24848,71932,29
52418,15526,411
2189,76809,407
48714,84906,290
95102,20644,185
22661,73691,354
25935,98599,423
7707,78262,331
18025,98168,136
47903,48762,200
91272,16628,487
26479,32128,163
44103,12558,408
49947,16552,376
27758,59698,282
57282,40000,372
73751,51953,346
59311,55925,316
62956,27444,483
18448,41048,94
87819,83846,178
23702,70626,54
35873,83167,345
3819,87210,224
62856,77280,318
33135,36809,437
38382,33125,335
68193,65425,166
93714,73193,493
28031,3811,286
22767,98663,117
15025,89076,110
17838,82421,266
28392,21387,153
60341,81326,475
76979,64094,27
5032,91980,133
38923,59080,51
93874,94285,288
13449,11475,280
69083,39324,499
93928,42321,236
62011,58718,331
67694,95781,486
43223,32385,273
66360,14385,178
8884,72894,241
28642,1580,425
24932,90682,294
46156,83123,409
40876,8143,87
81591,44347,233
91566,63537,130
44013,92607,187
56976,38226,184
30722,55511,109
10594,56718,311
9432,2090,453
15653,37765,148
63337,27595,285
39325,97122,108
75068,68149,492
28472,66087,220
94382,62846,498
19597,16307,213
55579,67861,373
55671,90159,69
9918,33549,231
7095,72113,121
24162,38905,30
84809,28811,448
31393,59356,275
65152,14236,427
2094,62128,424
65378,55555,424
56486,60687,305
55216,48951,456
6820,97872,82
15449,29874,315
36338,33439,144
15992,13173,383
57108,65371,400
48220,4100,31
79597,18384,429
27901,1862,375
23891,66533,185
26890,62714,416
40210,11111,398
7926,84711,150
24954,77530,350
82152,2046,244
84409,39008,84
12919,91340,395
12327,44100,285
41333,21868,251
84362,37509,185
23993,66515,358
62711,22992,282
4896,12903,309
43944,33283,245
42425,63118,379
36582,87320,329
55809,87069,327
24927,52606,236
54149,81396,365
92748,31075,169
7852,47807,369
38292,17900,218
62622,88653,113
41885,57137,492
3785,22791,322
59664,88742,38
28831,58624,364
71876,44796,109
88072,31695,110
23504,81538,272
31908,1154,410
2276,47968,60
55034,44819,182
40309,30406,282
83503,53862,141
56467,94692,168
15779,35436,442
50923,45598,123
25613,30276,286
44412,22554,315
13779,56978,62
90080,22,447
76509,41839,45
84217,34888,250
49627,6452,115
33163,32363,54
80089,85664,490
77075,53586,471
87524,76125,437
99358,91972,83
49749,72832,255
12671,50263,466
15235,42446,203
7346,50726,45
33101,43230,422
97085,44703,112
45552,4603,313
18966,8300,426
76261,41493,460
65079,91455,8
95389,89516,174
59291,21085,473
30608,57633,343
53724,5628,140
90028,1178,448
47623,77567,467
66394,103,242
5375,59636,426
42657,22347,415
24733,80816,236
47721,97798,250
93463,22595,81
98238,28371,318
57069,67997,460
57639,78597,278
477,71242,406
27541,99792,135
37509,12851,69
74147,55458,336
61797,47986,249
34047,73769,455
16251,29403,264
84798,57789,291
55522,3767,149
28819,5388,286
14846,3434,313
66954,263,152
95842,45384,371
71386,59274,353
10208,2622,491
22773,89330,65
54314,67250,492
62887,24439,357
43723,31597,253
27660,11774,65
96566,61893,137
18156,99818,372
18629,75870,383
60867,55014,255
97561,37143,493
33967,76695,107
51753,54882,461
57241,79245,258
25332,87405,187
32514,18573,218
30540,26117,472
81985,89296,473
98494,81281,481
8409,69689,432
23537,21862,150
31428,33713,121
8440,26950,473
59998,8637,492
22578,56046,315
83018,46341,327
87378,94095,403
7369,36852,322
77970,46469,74
63616,46820,382
82502,19030,339
37075,17166,240
98764,14471,313
15516,52371,137
58104,92288,294
15601,50636,316
49114,54333,18
60580,96118,481
91024,14438,128
61797,41888,441
8523,16848,47
5045,97983,2
99165,58232,157
72280,4492,150
68237,63968,322
45192,4758,196
34031,18595,85
15147,33052,59
86618,68379,46
184,28524,23
35064,7513,368
9780,96489,96
19467,17232,458
79015,73321,306
96263,22968,264
90318,24436,72
85566,71626,480
92742,70998,129
35530,64619,367
27696,24100,483
9580,19618,97
43291,82416,281
81798,30933,198
65416,49893,93
56404,32692,295
18246,73906,374
92349,8374,337
2984,6727,354
86022,17307,104
33925,11653,130
5573,46220,247
37893,91159,411
15797,45313,115
20670,31790,97
59303,14819,129
27336,94917,283
71268,77494,342
25315,32893,457
40740,68784,247
12582,46395,267
1267,42698,108
2071,81398,102
20359,3551,339
77522,23645,457
57487,81309,148
91512,57286,363
56176,91957,311
30937,22922,100
13436,22298,286
40830,57291,448
98726,19992,102
29429,64311,400
99719,55340,205
136,86888,44
20190,34963,11
57763,30475,440
59413,70193,59
35358,43116,247
74774,41182,494
76151,14915,33
44169,47410,405
12409,89062,221
80816,227,412
28951,27724,119
74494,9244,135
61192,10864,238
70613,77668,346
3213,88608,159
4746,83728,421
22644,14461,363
3918,60033,385
38077,51686,424
78611,48510,316
6316,40,291
53064,67133,418
44126,79121,139
23129,46585,364
34371,61795,135
34573,38121,333
51213,92860,291
65479,89067,479
34141,56000,391
71619,49889,304
3652,62952,94
99552,81937,474
79762,32168,241
3755,42458,230
97617,22011,5
9770,74953,471
91730,63390,312
53406,59558,489
33611,14750,391
84001,32270,76
22703,25718,58
90542,93527,402
1511,51354,400
97603,89326,351
36512,78496,59
3904,32296,403
80464,3351,262
27835,42426,140
11721,18675,390
58443,7681,44
64317,40442,461
62229,54981,264
47521,13568,402
43223,13826,416
88356,2401,52
39078,22160,295
16053,48028,463
70875,72607,294
39124,34085,337
76956,79273,369
95665,13426,464
7004,48850,412
58440,84052,457
40753,86747,41
4645,48971,408
37830,14936,475
9438,27889,429
37584,56136,145
35340,86754,332
22930,53625,441
15663,27794,61
8105,66747,94
29616,5649,172
16636,61491,413
53505,56221,330
15295,27938,147
3346,83770,187
78886,91002,30
60480,91719,452
95124,30369,278
68270,53979,269
51381,4638,203
73171,71282,403
7734,53960,110
55459,35161,304
2991,98615,269
85233,98793,114
39696,32046,248
76377,45903,134
46935,16965,318
50940,258,146
44407,32159,490
13604,56123,486
74029,43224,491
68526,10551,133
91928,28376,469
56557,37390,178
19566,57014,394
7607,78058,395
6466,77819,127
77465,74486,117
87085,89892,411
20112,701,254
5277,5765,429
6506,49970,463
6708,57669,29
38001,73522,462
86320,34021,303
93865,96762,114
92642,71910,64
23047,52332,329
39375,61231,447
39693,240,373
72201,45666,438
37257,34570,320
23857,51798,171
9758,95471,211
76044,78186,355
61137,97445,246
81877,54303,144
98171,81014,433
70267,89445,281
48111,4014,295
23892,63993,72
27011,77209,16
72435,28669,241
77953,74798,65
13999,8947,7
41495,81452,22
77886,82211,280
67910,3873,192
20286,64046,410
41189,15029,226
37867,36114,47
64761,95545,380
23514,30712,109
29127,48406,172
76403,2071,367
5155,36404,287
67759,72930,131
31986,66972,283
84177,52248,252
35185,58595,424
98698,31057,256
59860,2927,297
12324,59290,389
9740,5791,34
71043,63192,243
72254,52990,12
67595,21093,380
37359,24080,460
26480,4719,302
85928,60814,15
27268,54348,180
65115,40805,427
22350,25380,308
24378,88071,384
10058,96528,77
21453,97235,74
74644,44439,238
93390,7587,361
95154,64490,80
54585,50899,418
14622,26220,282
29243,29724,3
97129,46799,9
73111,38435,181
79162,5824,29
47350,52088,434
63605,1461,173
16771,94560,161
39707,32166,275
71578,63676,336
38478,57821,152
54955,41062,306
11712,21715,233
15406,29587,138
4640,81586,64
9449,96781,289
63144,23773,322
14926,48994,228
78471,42263,369
95128,40968,288
76221,23210,223
6123,20338,140
1070,52325,82
62634,40548,106
87426,14476,458
46068,40833,197
18125,74522,308
69887,27939,244
72386,95058,139
43966,67181,115
98277,26198,165
73658,80283,91
15006,81697,383
85704,86789,312
46051,85767,256
4950,19159,470
82427,82730,25
13024,16630,354
43670,83469,9
46365,85713,140
59374,88444,390
16650,12343,460
61237,43072,365
24896,34449,67
59021,46305,280
74568,4666,263
23194,70294,115
81514,91918,263
28508,8495,356
1595,41336,241
41692,18089,333
47319,68904,109
33208,68284,494
41712,30943,382
30453,28318,206
62634,7142,413
37579,20636,330
95934,77859,331
97112,36201,62
56035,65529,379
39861,44623,345
82324,8326,323
47861,15540,201
94423,59029,339
49052,62010,273
56888,88653,153
13235,42055,188
42849,30865,67
13496,94976,89
20307,57418,308
43730,53641,290
86429,3939,313
66341,34289,453
18193,7303,363
76739,21805,114
54781,32994,371
68909,3496,487
18477,37438,185
81070,11761,415
69693,51360,6
23226,50522,393
3569,60794,169
63111,44105,405
29753,78315,205
11038,50706,451
6403,44689,167
98804,56801,90
17829,32968,47
43494,23969,256
95140,23081,29
391,93896,366
26340,93395,123
24041,56346,84
31611,55307,25
93020,2192,395
48154,22494,492
23473,65123,147
64343,29169,130
67031,31930,351
78276,11725,332
64077,66127,147
51194,18704,79
70852,31735,152
88368,12307,435
84539,87729,373
85689,58858,297
96404,8625,369
30478,6676,237
7709,4626,170
49449,66651,75
21143,17265,475
31500,84767,369
34590,49579,484
36348,35590,258
79011,20418,141
33769,42254,466
19369,24278,319
95121,58339,135
45897,81019,229
46697,70437,28
15183,72486,200
59634,65775,37
32087,42179,389
7599,93292,311
92795,75743,97
44351,99288,395
95319,93269,20
96849,71058,216
55004,26247,455
46225,80780,411
2955,45196,471
31596,24743,184
82390,58787,8
98913,24101,4
71978,47425,179
64352,34108,374
11853,14343,340
7984,49339,497
92258,90903,391
12126,93091,478
48855,80812,28
69032,59918,66
39635,61216,126
32325,86406,141
38598,95245,355
10152,69271,406
37901,65248,320
58388,78637,184
50231,30293,81
55877,60178,255
93359,51416,252
21121,76633,496
54850,35288,249
34292,51570,158
31780,84838,367
14063,45439,176
87590,62761,331
85932,7433,274
49187,54865,74
77318,62923,346
51735,50931,32
23345,13210,372
33450,61257,268
6277,90490,64
81679,53544,466
309,40869,318
7711,29715,247
50778,86523,323
68087,63231,155
88832,87126,289
42955,80651,443
5593,35722,482
73785,24451,17
33046,98995,417
33341,94282,418
96818,79121,404
84140,18093,436
19744,84873,167
28192,90832,307
3749,52485,37
89635,86523,466
67019,61850,398
76609,6980,421
99449,15009,256
2874,98754,37
38133,67789,272
8009,46942,155
55025,53162,466
33349,3750,238
53103,28761,28
38746,52046,439
15303,2727,246
62815,3186,25
2789,27639,345
38160,9470,376
29818,76228,476
84885,36139,488
25953,89132,161
41534,19291,253
84586,78411,168
50677,49926,214
24501,22456,288
33771,45977,467
45261,45030,445
57182,63553,354
43680,87110,209
97904,82045,327
75745,17789,280
92877,17399,373
15377,26232,443
1145,36349,278
49545,32816,311
45385,9749,437
68592,67734,197
43325,26858,226
32316,66648,199
47667,87825,415
13378,34139,299
58626,35830,358
46337,4967,65
14582,50753,475
60499,69381,57
42073,94425,449
33183,77218,489
43984,35761,375
55255,87807,198
2074,15606,193
25112,19711,156
34722,79958,219
62897,86901,267
6404,98467,435
43068,48648,432
32418,85928,321
47005,44827,382
61853,55150,316
44419,56884,43
29346,5076,178
53169,89346,494
68010,63843,71
49981,16101,393
20388,67638,392
96679,89088,488
21458,83347,396
92971,96971,276
34789,66477,298
48126,56387,192
87293,24887,93
46584,76571,321
77707,48528,94
20167,89626,415
3467,5435,284
58890,44820,176
23124,9830,18
65956,46216,304
53627,81950,238
76761,4983,106
29829,73563,307
64563,1199,315
63235,74365,447
5002,74793,8
56276,38646,230
24337,34365,469
76078,89368,291
61949,56015,64
97754,38832,36
93026,89373,459
80989,34837,277
26185,32046,311
41153,74598,34
17110,15204,231
88485,10121,451
68209,54854,89
34894,56279,294
85773,60286,268
93002,44542,6
53432,53105,474
37619,10032,474
33380,3293,370
32446,76023,136
81912,64325,10
81084,70060,283
528,33862,104
42242,49399,328
71032,63499,28
53916,36577,274
29263,28352,138
86814,60040,313
84707,47714,201
67163,12189,23
65351,80801,464
15623,44480,247
44444,93596,443
15814,48504,114
48142,5055,54
59094,67814,432
33303,87611,405
88379,90026,271
54833,61305,355
66088,73658,415
56619,51121,206
40727,92293,437
44889,65031,480
61918,12539,140
90955,58843,350
22663,76453,399
74289,72301,170
68795,67819,475
38652,26464,237
76272,60299,436
35723,99327,183
90652,24054,374
27464,67730,19
72771,20944,306
6248,46361,130
55552,52248,95
21464,63561,65
92520,2686,259
58751,71334,222
98493,89413,255
95304,21056,486
38765,65827,396
87517,20467,10
3363,682,77
45052,32373,266
35892,24646,345
26067,7096,67
97497,83801,90
98103,88009,468
56575,37443,442
38646,83786,458
84473,72618,86
89172,50553,188
99873,98075,239
52584,69577,434
30962,56229,381
13590,89856,135
61930,38348,371
541,78440,117
14113,80901,261
77538,98419,367
12118,51592,457
20609,43238,328
47667,4863,452
74772,99967,187
16571,90153,256
95997,64016,85
29251,169,424
67957,12682,67
32438,31337,85
24032,40985,225
73492,39711,222
61267,65100,234
52024,10135,322
23458,89216,215
21042,26503,101
75347,55568,221
37498,87086,118
19948,34980,471
75635,79452,310
36842,41524,209
25987,81415,460
6877,14831,329
70541,8144,61
13233,5026,169
88697,43862,25
92847,60707,297
80539,44947,166
81214,75570,401
37972,70073,354
49662,12557,103
72088,82040,66
77974,92933,358
32579,26964,268
59504,78894,389
90143,12608,72
36136,41703,278
42081,24067,239
43513,83720,302
74758,64311,416
32092,72490,74
49568,21870,493
94942,97459,147
63774,68898,175
36466,49058,356
46872,65704,217
49218,68068,188
90897,12995,446
21648,16393,288
54837,42202,18
41286,60606,200
78976,93436,486
71130,22393,386
74594,86401,319
44177,54913,122
74527,27544,217
79405,1864,392
49053,416,138
36312,49716,448
62166,2704,411
68047,38188,462
44929,68056,224
256,71320,151
67965,91505,166
71493,32148,79
58162,31452,489
59847,71954,133
64572,36163,259
66608,79271,197
76465,21225,344
86121,55868,7
72710,49357,475
46041,12005,309
59300,28825,103
90022,99633,38
75033,73628,71
87056,84639,289
37801,70816,293
21257,7707,29
75035,47339,445
63708,37500,382
62687,46968,308
68748,27427,470
32187,66629,300
77845,50899,25
96185,13246,497
23712,38077,234
29099,2350,442
79829,25351,178
96040,35079,351
50129,5974,180
72767,99369,496
61268,91691,472
96076,85972,413
93998,75331,313
61131,81787,498
64635,21146,178
54687,51755,465
27407,86031,397
6214,20245,174
31384,26938,223
30982,70087,254
96888,23144,473
94334,8951,329
19959,98454,485
77917,26487,414
20387,20686,161
71455,92664,417
88985,57246,411
7878,45739,397
8898,12322,99
50061,27498,374
26406,64389,452
9110,44914,245
80010,2095,498
3586,17891,234
16133,15518,33
14852,23529,127
80884,82944,45
59246,15967,255
5236,51290,488
7638,85846,479
26117,75878,196
33585,69098,121
78555,20586,243
2610,42394,89
37302,7531,189
6879,48482,446
77187,87380,30
65478,89452,15
21142,61792,360
